measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,44638,North America,3,Both,22,All Ages,294,All causes,102,Alcohol use,2,Percent,1990,0.02645096062664,0.02935748034017,0.02360703875546
1,Deaths,44638,North America,3,Both,22,All Ages,294,All causes,111,Diet low in fruits,2,Percent,1990,0.04663710024169,0.07066902923392,0.02565184498458
1,Deaths,44638,North America,3,Both,22,All Ages,294,All causes,112,Diet low in vegetables,2,Percent,1990,0.05006740052271,0.08153730768334,0.02228043723432
1,Deaths,44638,North America,3,Both,22,All Ages,294,All causes,113,Diet low in whole grains,2,Percent,1990,0.04824753855264,0.0714744487522,0.02861709842773
1,Deaths,44638,North America,3,Both,22,All Ages,294,All causes,114,Diet low in nuts and seeds,2,Percent,1990,0.0551066924761,0.08009517255275,0.03364231983095
1,Deaths,44638,North America,3,Both,22,All Ages,294,All causes,115,Diet low in milk,2,Percent,1990,0.00383395741786,0.00673813064644,0.00130597637699
1,Deaths,44638,North America,3,Both,22,All Ages,294,All causes,116,Diet high in red meat,2,Percent,1990,0.00241383815502,0.00391536561809,0.00105996126742
1,Deaths,44638,North America,3,Both,22,All Ages,294,All causes,117,Diet high in processed meat,2,Percent,1990,0.01972887164953,0.03286383137062,0.00494762121826
1,Deaths,44638,North America,3,Both,22,All Ages,294,All causes,118,Diet high in sugar-sweetened beverages,2,Percent,1990,0.0027507598216,0.00387897766124,0.00189897291933
1,Deaths,44638,North America,3,Both,22,All Ages,294,All causes,119,Diet low in fiber,2,Percent,1990,0.01797915159187,0.02936642660608,0.00940383404552
1,Deaths,44638,North America,3,Both,22,All Ages,294,All causes,120,Diet suboptimal in calcium,2,Percent,1990,0.00429551395409,0.00688207137761,0.00218701160802
1,Deaths,44638,North America,3,Both,22,All Ages,294,All causes,121,Diet low in seafood omega-3 fatty acids,2,Percent,1990,0.03078775537319,0.05246626481229,0.01207195548714
1,Deaths,44638,North America,3,Both,22,All Ages,294,All causes,122,Diet low in polyunsaturated fatty acids,2,Percent,1990,0.00622371315174,0.01005697637183,0.00241349937721
1,Deaths,44638,North America,3,Both,22,All Ages,294,All causes,123,Diet high in trans fatty acids,2,Percent,1990,0.01996629302298,0.03304801294936,0.0095388681662
1,Deaths,44638,North America,3,Both,22,All Ages,294,All causes,124,Diet high in sodium,2,Percent,1990,0.04265776099007,0.09010978943192,0.01333800009927
1,Deaths,44638,North America,3,Both,22,All Ages,294,All causes,125,Low physical activity,2,Percent,1990,0.05373396435948,0.06408644352551,0.04339439719942
1,Deaths,241,Latin America & Caribbean - WB,3,Both,22,All Ages,294,All causes,95,Iron deficiency,2,Percent,2010,0.00020297758451,0.00031418896036,9.13225546e-05
1,Deaths,241,Latin America & Caribbean - WB,3,Both,22,All Ages,294,All causes,96,Vitamin A deficiency,2,Percent,2010,0.0002167636961,0.00033466347261,0.00011143618333
1,Deaths,241,Latin America & Caribbean - WB,3,Both,22,All Ages,294,All causes,97,Zinc deficiency,2,Percent,2010,0.00038321705702,0.00093204008679,2.081497331e-05
1,Deaths,241,Latin America & Caribbean - WB,3,Both,22,All Ages,294,All causes,102,Alcohol use,2,Percent,2010,0.05072201162398,0.05489941650305,0.04666118507912
1,Deaths,241,Latin America & Caribbean - WB,3,Both,22,All Ages,294,All causes,111,Diet low in fruits,2,Percent,2010,0.03496670401906,0.05054412195631,0.02121356344882
1,Deaths,241,Latin America & Caribbean - WB,3,Both,22,All Ages,294,All causes,112,Diet low in vegetables,2,Percent,2010,0.03446380576649,0.05335545441355,0.01798560420722
1,Deaths,241,Latin America & Caribbean - WB,3,Both,22,All Ages,294,All causes,113,Diet low in whole grains,2,Percent,2010,0.03470948114647,0.04839306631355,0.02288979351123
1,Deaths,241,Latin America & Caribbean - WB,3,Both,22,All Ages,294,All causes,114,Diet low in nuts and seeds,2,Percent,2010,0.03672079827236,0.05117947961434,0.02431419875192
1,Deaths,241,Latin America & Caribbean - WB,3,Both,22,All Ages,294,All causes,115,Diet low in milk,2,Percent,2010,0.00209866804256,0.0036269250732,0.0007165177975
1,Deaths,241,Latin America & Caribbean - WB,3,Both,22,All Ages,294,All causes,116,Diet high in red meat,2,Percent,2010,0.00158866225959,0.00262905789705,0.00060369191004
1,Deaths,241,Latin America & Caribbean - WB,3,Both,22,All Ages,294,All causes,117,Diet high in processed meat,2,Percent,2010,0.01017872990923,0.01633141662202,0.00401468305085
1,Deaths,241,Latin America & Caribbean - WB,3,Both,22,All Ages,294,All causes,118,Diet high in sugar-sweetened beverages,2,Percent,2010,0.00291357628018,0.00416693232829,0.00197239665649
1,Deaths,241,Latin America & Caribbean - WB,3,Both,22,All Ages,294,All causes,119,Diet low in fiber,2,Percent,2010,0.00656737712827,0.01129010378145,0.00309103182289
1,Deaths,241,Latin America & Caribbean - WB,3,Both,22,All Ages,294,All causes,120,Diet suboptimal in calcium,2,Percent,2010,0.00279511177594,0.00404725618921,0.00168271085154
1,Deaths,241,Latin America & Caribbean - WB,3,Both,22,All Ages,294,All causes,121,Diet low in seafood omega-3 fatty acids,2,Percent,2010,0.01755196601704,0.02959702997453,0.00690549533889
1,Deaths,241,Latin America & Caribbean - WB,3,Both,22,All Ages,294,All causes,122,Diet low in polyunsaturated fatty acids,2,Percent,2010,0.00570830771671,0.00913889920985,0.00227939193116
1,Deaths,241,Latin America & Caribbean - WB,3,Both,22,All Ages,294,All causes,123,Diet high in trans fatty acids,2,Percent,2010,0.01397083061016,0.02092648508466,0.0082399766334
1,Deaths,241,Latin America & Caribbean - WB,3,Both,22,All Ages,294,All causes,124,Diet high in sodium,2,Percent,2010,0.0375389548435,0.07170358122956,0.01600320078819
1,Deaths,241,Latin America & Caribbean - WB,3,Both,22,All Ages,294,All causes,125,Low physical activity,2,Percent,2010,0.03065983277445,0.03670884792259,0.02500333121595
1,Deaths,242,Sub-Saharan Africa - WB,3,Both,22,All Ages,294,All causes,95,Iron deficiency,2,Percent,2010,0.00698159514301,0.00929870557761,0.00499048397283
1,Deaths,242,Sub-Saharan Africa - WB,3,Both,22,All Ages,294,All causes,96,Vitamin A deficiency,2,Percent,2010,0.00738624702892,0.01088407746686,0.00436227731848
1,Deaths,242,Sub-Saharan Africa - WB,3,Both,22,All Ages,294,All causes,97,Zinc deficiency,2,Percent,2010,0.00501407942146,0.01104650563398,0.00031124806349
1,Deaths,242,Sub-Saharan Africa - WB,3,Both,22,All Ages,294,All causes,102,Alcohol use,2,Percent,2010,0.02616326465729,0.02912541849563,0.02317749031141
1,Deaths,242,Sub-Saharan Africa - WB,3,Both,22,All Ages,294,All causes,111,Diet low in fruits,2,Percent,2010,0.01908067742858,0.02603036060025,0.01278553500198
1,Deaths,242,Sub-Saharan Africa - WB,3,Both,22,All Ages,294,All causes,112,Diet low in vegetables,2,Percent,2010,0.01371201989123,0.02097029918656,0.00737296135937
1,Deaths,242,Sub-Saharan Africa - WB,3,Both,22,All Ages,294,All causes,113,Diet low in whole grains,2,Percent,2010,0.015174388008,0.02131468503049,0.0100089802983
1,Deaths,242,Sub-Saharan Africa - WB,3,Both,22,All Ages,294,All causes,114,Diet low in nuts and seeds,2,Percent,2010,0.01152888433014,0.01612431358516,0.0072882464633
1,Deaths,242,Sub-Saharan Africa - WB,3,Both,22,All Ages,294,All causes,115,Diet low in milk,2,Percent,2010,0.00056010884516,0.00093807354868,0.00019452388153
1,Deaths,242,Sub-Saharan Africa - WB,3,Both,22,All Ages,294,All causes,116,Diet high in red meat,2,Percent,2010,0.00018517955086,0.00034052518749,4.999268884e-05
1,Deaths,242,Sub-Saharan Africa - WB,3,Both,22,All Ages,294,All causes,117,Diet high in processed meat,2,Percent,2010,0.00357088647809,0.00574253471873,0.00150333938171
1,Deaths,242,Sub-Saharan Africa - WB,3,Both,22,All Ages,294,All causes,118,Diet high in sugar-sweetened beverages,2,Percent,2010,0.00031452834107,0.00044029712155,0.00022033459456
1,Deaths,242,Sub-Saharan Africa - WB,3,Both,22,All Ages,294,All causes,119,Diet low in fiber,2,Percent,2010,0.00055930374237,0.00117289851102,0.00018190148448
1,Deaths,242,Sub-Saharan Africa - WB,3,Both,22,All Ages,294,All causes,120,Diet suboptimal in calcium,2,Percent,2010,0.00079975532824,0.00110544169809,0.00053058860138
1,Deaths,242,Sub-Saharan Africa - WB,3,Both,22,All Ages,294,All causes,121,Diet low in seafood omega-3 fatty acids,2,Percent,2010,0.00824081448773,0.01320939884629,0.00353896422928
1,Deaths,242,Sub-Saharan Africa - WB,3,Both,22,All Ages,294,All causes,122,Diet low in polyunsaturated fatty acids,2,Percent,2010,0.00153366777525,0.00243613721116,0.00065338926638
1,Deaths,242,Sub-Saharan Africa - WB,3,Both,22,All Ages,294,All causes,123,Diet high in trans fatty acids,2,Percent,2010,0.00195969055304,0.00397127259341,0.00065169904553
1,Deaths,242,Sub-Saharan Africa - WB,3,Both,22,All Ages,294,All causes,124,Diet high in sodium,2,Percent,2010,0.01162499937119,0.02682031531772,0.00322687041168
1,Deaths,242,Sub-Saharan Africa - WB,3,Both,22,All Ages,294,All causes,125,Low physical activity,2,Percent,2010,0.0086610182262,0.01060634678082,0.00682345376077
1,Deaths,243,Middle East & North Africa - WB,3,Both,22,All Ages,294,All causes,95,Iron deficiency,2,Percent,2000,0.00099649160788,0.00147220040404,0.0006193024412
1,Deaths,243,Middle East & North Africa - WB,3,Both,22,All Ages,294,All causes,96,Vitamin A deficiency,2,Percent,2000,0.0040521192878,0.00872800771795,0.00150438419105
1,Deaths,243,Middle East & North Africa - WB,3,Both,22,All Ages,294,All causes,97,Zinc deficiency,2,Percent,2000,0.00105117493538,0.00291416424614,5.348670222e-05
1,Deaths,243,Middle East & North Africa - WB,3,Both,22,All Ages,294,All causes,102,Alcohol use,2,Percent,2000,0.0145000106317,0.01627441946788,0.01274091353662
1,Deaths,243,Middle East & North Africa - WB,3,Both,22,All Ages,294,All causes,111,Diet low in fruits,2,Percent,2000,0.05034767837309,0.07228837020712,0.03043633637972
1,Deaths,243,Middle East & North Africa - WB,3,Both,22,All Ages,294,All causes,112,Diet low in vegetables,2,Percent,2000,0.03654005082329,0.05907384213088,0.01768325208791
1,Deaths,243,Middle East & North Africa - WB,3,Both,22,All Ages,294,All causes,113,Diet low in whole grains,2,Percent,2000,0.06412246230035,0.08761510664469,0.04397759231177
1,Deaths,243,Middle East & North Africa - WB,3,Both,22,All Ages,294,All causes,114,Diet low in nuts and seeds,2,Percent,2000,0.04535932619641,0.06462647723447,0.02821689817577
1,Deaths,243,Middle East & North Africa - WB,3,Both,22,All Ages,294,All causes,115,Diet low in milk,2,Percent,2000,0.001157093251,0.00195816972708,0.00040670060188
1,Deaths,243,Middle East & North Africa - WB,3,Both,22,All Ages,294,All causes,116,Diet high in red meat,2,Percent,2000,0.00016094537122,0.0002932207881,5.29754126e-05
1,Deaths,243,Middle East & North Africa - WB,3,Both,22,All Ages,294,All causes,117,Diet high in processed meat,2,Percent,2000,0.0061431111501,0.01185189973718,0.00148518435192
1,Deaths,243,Middle East & North Africa - WB,3,Both,22,All Ages,294,All causes,118,Diet high in sugar-sweetened beverages,2,Percent,2000,0.00090732876476,0.00132305572199,0.00059050667369
1,Deaths,243,Middle East & North Africa - WB,3,Both,22,All Ages,294,All causes,119,Diet low in fiber,2,Percent,2000,0.00549800561288,0.01058729792207,0.00205028734212
1,Deaths,243,Middle East & North Africa - WB,3,Both,22,All Ages,294,All causes,120,Diet suboptimal in calcium,2,Percent,2000,0.00156502640751,0.00219512155033,0.00097120046759
1,Deaths,243,Middle East & North Africa - WB,3,Both,22,All Ages,294,All causes,121,Diet low in seafood omega-3 fatty acids,2,Percent,2000,0.0355071452861,0.05693249322083,0.01511223293217
1,Deaths,243,Middle East & North Africa - WB,3,Both,22,All Ages,294,All causes,122,Diet low in polyunsaturated fatty acids,2,Percent,2000,0.00626696162119,0.01007320785003,0.00261560760842
1,Deaths,243,Middle East & North Africa - WB,3,Both,22,All Ages,294,All causes,123,Diet high in trans fatty acids,2,Percent,2000,0.01532857799942,0.02582433407826,0.00739149417666
1,Deaths,243,Middle East & North Africa - WB,3,Both,22,All Ages,294,All causes,124,Diet high in sodium,2,Percent,2000,0.06134788558715,0.11309139239194,0.02511867178584
1,Deaths,243,Middle East & North Africa - WB,3,Both,22,All Ages,294,All causes,125,Low physical activity,2,Percent,2000,0.04050976652672,0.04951968196487,0.03185107163446
1,Deaths,44638,North America,3,Both,22,All Ages,294,All causes,95,Iron deficiency,2,Percent,2000,2.779320515e-05,3.613758863e-05,1.735081469e-05
1,Deaths,44638,North America,3,Both,22,All Ages,294,All causes,96,Vitamin A deficiency,2,Percent,2000,5.122493571e-07,8.665258662e-07,2.140064925e-07
1,Deaths,44638,North America,3,Both,22,All Ages,294,All causes,97,Zinc deficiency,2,Percent,2000,3.694936409e-06,1.364778033e-05,7.63379422e-08
1,Deaths,44638,North America,3,Both,22,All Ages,294,All causes,102,Alcohol use,2,Percent,2000,0.02367323712882,0.02633889208918,0.02092950102512
1,Deaths,44638,North America,3,Both,22,All Ages,294,All causes,111,Diet low in fruits,2,Percent,2000,0.04379523695503,0.06567909206303,0.02491743377347
1,Deaths,44638,North America,3,Both,22,All Ages,294,All causes,112,Diet low in vegetables,2,Percent,2000,0.04366630370903,0.07073265591864,0.01973147233217
1,Deaths,44638,North America,3,Both,22,All Ages,294,All causes,113,Diet low in whole grains,2,Percent,2000,0.04385927481363,0.06449653532968,0.02671035949642
1,Deaths,44638,North America,3,Both,22,All Ages,294,All causes,114,Diet low in nuts and seeds,2,Percent,2000,0.04726615047593,0.06871815487881,0.028789676295
1,Deaths,44638,North America,3,Both,22,All Ages,294,All causes,115,Diet low in milk,2,Percent,2000,0.00363089050439,0.0063606078004,0.00123195557787
1,Deaths,44638,North America,3,Both,22,All Ages,294,All causes,116,Diet high in red meat,2,Percent,2000,0.00245831365585,0.00393463322679,0.00112997828707
1,Deaths,44638,North America,3,Both,22,All Ages,294,All causes,117,Diet high in processed meat,2,Percent,2000,0.01864878806412,0.03019068540161,0.00583571465727
1,Deaths,44638,North America,3,Both,22,All Ages,294,All causes,118,Diet high in sugar-sweetened beverages,2,Percent,2000,0.00297931987968,0.00428839548498,0.00202596281422
1,Deaths,44638,North America,3,Both,22,All Ages,294,All causes,119,Diet low in fiber,2,Percent,2000,0.01622927547911,0.02641446429804,0.00855360800568
1,Deaths,44638,North America,3,Both,22,All Ages,294,All causes,120,Diet suboptimal in calcium,2,Percent,2000,0.00410878281784,0.00653901357332,0.00210247428691
1,Deaths,44638,North America,3,Both,22,All Ages,294,All causes,121,Diet low in seafood omega-3 fatty acids,2,Percent,2000,0.02611763632465,0.04451233371446,0.01028934357277
1,Deaths,44638,North America,3,Both,22,All Ages,294,All causes,122,Diet low in polyunsaturated fatty acids,2,Percent,2000,0.00579780348219,0.00941485938215,0.00222597914486
1,Deaths,44638,North America,3,Both,22,All Ages,294,All causes,123,Diet high in trans fatty acids,2,Percent,2000,0.01695859602785,0.02818116380785,0.00821465076764
1,Deaths,44638,North America,3,Both,22,All Ages,294,All causes,124,Diet high in sodium,2,Percent,2000,0.03792247471989,0.08082210462892,0.01168666776589
1,Deaths,44638,North America,3,Both,22,All Ages,294,All causes,125,Low physical activity,2,Percent,2000,0.04947108216704,0.05858190384998,0.04049342765045
1,Deaths,244,South Asia - WB,3,Both,22,All Ages,294,All causes,112,Diet low in vegetables,2,Percent,2000,0.03055072533507,0.04710053702103,0.01604217938689
1,Deaths,244,South Asia - WB,3,Both,22,All Ages,294,All causes,113,Diet low in whole grains,2,Percent,2000,0.04174440504549,0.05601323208707,0.02911244643563
1,Deaths,244,South Asia - WB,3,Both,22,All Ages,294,All causes,114,Diet low in nuts and seeds,2,Percent,2000,0.02997740600298,0.04206666506199,0.0194033308246
1,Deaths,244,South Asia - WB,3,Both,22,All Ages,294,All causes,115,Diet low in milk,2,Percent,2000,0.00047460500815,0.00080487128428,0.00016243296876
1,Deaths,244,South Asia - WB,3,Both,22,All Ages,294,All causes,116,Diet high in red meat,2,Percent,2000,1.586813664e-05,3.15939161e-05,3.822540264e-06
1,Deaths,244,South Asia - WB,3,Both,22,All Ages,294,All causes,117,Diet high in processed meat,2,Percent,2000,0.0046607282452,0.00866815276306,0.00106491393069
1,Deaths,244,South Asia - WB,3,Both,22,All Ages,294,All causes,118,Diet high in sugar-sweetened beverages,2,Percent,2000,8.036241619e-05,0.0001205286502,5.177686186e-05
1,Deaths,244,South Asia - WB,3,Both,22,All Ages,294,All causes,119,Diet low in fiber,2,Percent,2000,0.00495043594492,0.0091595298785,0.00202875549705
1,Deaths,244,South Asia - WB,3,Both,22,All Ages,294,All causes,120,Diet suboptimal in calcium,2,Percent,2000,0.00071346013836,0.00098835283565,0.00046171118869
1,Deaths,244,South Asia - WB,3,Both,22,All Ages,294,All causes,121,Diet low in seafood omega-3 fatty acids,2,Percent,2000,0.02338355345188,0.03679413797244,0.01014605980699
1,Deaths,244,South Asia - WB,3,Both,22,All Ages,294,All causes,122,Diet low in polyunsaturated fatty acids,2,Percent,2000,0.00373767905228,0.00630760110778,0.00153859465506
1,Deaths,244,South Asia - WB,3,Both,22,All Ages,294,All causes,123,Diet high in trans fatty acids,2,Percent,2000,0.00913542860008,0.01544426739479,0.00432797856179
1,Deaths,244,South Asia - WB,3,Both,22,All Ages,294,All causes,124,Diet high in sodium,2,Percent,2000,0.03474329902037,0.06325905112538,0.01485820381982
1,Deaths,244,South Asia - WB,3,Both,22,All Ages,294,All causes,125,Low physical activity,2,Percent,2000,0.01724292937997,0.02164892945144,0.01298720006622
1,Deaths,241,Latin America & Caribbean - WB,3,Both,22,All Ages,294,All causes,95,Iron deficiency,2,Percent,2000,0.00030305960437,0.00048322987384,0.00013078271738
1,Deaths,241,Latin America & Caribbean - WB,3,Both,22,All Ages,294,All causes,96,Vitamin A deficiency,2,Percent,2000,0.00075222663684,0.00115506420009,0.00039072549533
1,Deaths,241,Latin America & Caribbean - WB,3,Both,22,All Ages,294,All causes,97,Zinc deficiency,2,Percent,2000,0.00091443391596,0.00209618956696,4.947150581e-05
1,Deaths,241,Latin America & Caribbean - WB,3,Both,22,All Ages,294,All causes,102,Alcohol use,2,Percent,2000,0.05605460112696,0.059519455833,0.05218058977562
1,Deaths,241,Latin America & Caribbean - WB,3,Both,22,All Ages,294,All causes,111,Diet low in fruits,2,Percent,2000,0.03700059468199,0.05273527595453,0.02314424799159
1,Deaths,241,Latin America & Caribbean - WB,3,Both,22,All Ages,294,All causes,112,Diet low in vegetables,2,Percent,2000,0.036977883263,0.05675475187668,0.01928673182497
1,Deaths,241,Latin America & Caribbean - WB,3,Both,22,All Ages,294,All causes,113,Diet low in whole grains,2,Percent,2000,0.0383942535651,0.05247068768696,0.0258100671905
1,Deaths,241,Latin America & Caribbean - WB,3,Both,22,All Ages,294,All causes,114,Diet low in nuts and seeds,2,Percent,2000,0.03792062693054,0.05236739623872,0.02514173564798
1,Deaths,241,Latin America & Caribbean - WB,3,Both,22,All Ages,294,All causes,115,Diet low in milk,2,Percent,2000,0.00181044680054,0.00305183475446,0.00062455122051
1,Deaths,241,Latin America & Caribbean - WB,3,Both,22,All Ages,294,All causes,116,Diet high in red meat,2,Percent,2000,0.00152532932536,0.00251640088707,0.00056830323324
1,Deaths,241,Latin America & Caribbean - WB,3,Both,22,All Ages,294,All causes,117,Diet high in processed meat,2,Percent,2000,0.01022446189792,0.01662539189114,0.00373780926755
1,Deaths,241,Latin America & Caribbean - WB,3,Both,22,All Ages,294,All causes,118,Diet high in sugar-sweetened beverages,2,Percent,2000,0.00277247082941,0.00393132525134,0.00192233287711
1,Deaths,241,Latin America & Caribbean - WB,3,Both,22,All Ages,294,All causes,119,Diet low in fiber,2,Percent,2000,0.00657751773377,0.01148767836747,0.00306868626367
1,Deaths,241,Latin America & Caribbean - WB,3,Both,22,All Ages,294,All causes,120,Diet suboptimal in calcium,2,Percent,2000,0.00241379304644,0.00349516152649,0.00142371973768
1,Deaths,241,Latin America & Caribbean - WB,3,Both,22,All Ages,294,All causes,121,Diet low in seafood omega-3 fatty acids,2,Percent,2000,0.01870770360714,0.03149724840585,0.00756021872458
1,Deaths,241,Latin America & Caribbean - WB,3,Both,22,All Ages,294,All causes,122,Diet low in polyunsaturated fatty acids,2,Percent,2000,0.005696580987,0.00898055779297,0.00221701102646
1,Deaths,241,Latin America & Caribbean - WB,3,Both,22,All Ages,294,All causes,123,Diet high in trans fatty acids,2,Percent,2000,0.01514138391351,0.02236164179433,0.00913537912351
1,Deaths,241,Latin America & Caribbean - WB,3,Both,22,All Ages,294,All causes,124,Diet high in sodium,2,Percent,2000,0.03915876292639,0.0737147969292,0.01712824756762
1,Deaths,241,Latin America & Caribbean - WB,3,Both,22,All Ages,294,All causes,125,Low physical activity,2,Percent,2000,0.03003240711887,0.03584815413267,0.02436520744854
1,Deaths,1,Global,3,Both,22,All Ages,294,All causes,95,Iron deficiency,2,Percent,1990,0.00184403722163,0.00249277509313,0.00122905839496
1,Deaths,1,Global,3,Both,22,All Ages,294,All causes,96,Vitamin A deficiency,2,Percent,1990,0.00953877494061,0.01442933641013,0.00555872270355
1,Deaths,1,Global,3,Both,22,All Ages,294,All causes,97,Zinc deficiency,2,Percent,1990,0.00375013076523,0.00872605490783,0.00021930510275
1,Deaths,1,Global,3,Both,22,All Ages,294,All causes,102,Alcohol use,2,Percent,1990,0.03462571736619,0.03893959231495,0.03019293609563
1,Deaths,1,Global,3,Both,22,All Ages,294,All causes,111,Diet low in fruits,2,Percent,1990,0.04265341712158,0.0581261099223,0.02824015380488
1,Deaths,1,Global,3,Both,22,All Ages,294,All causes,112,Diet low in vegetables,2,Percent,1990,0.02997999395101,0.04685048218299,0.01541927826357
1,Deaths,1,Global,3,Both,22,All Ages,294,All causes,113,Diet low in whole grains,2,Percent,1990,0.04523619439482,0.06020809608599,0.03228971558486
1,Deaths,1,Global,3,Both,22,All Ages,294,All causes,114,Diet low in nuts and seeds,2,Percent,1990,0.02905087688193,0.04127914930391,0.01809839948913
1,Deaths,1,Global,3,Both,22,All Ages,294,All causes,115,Diet low in milk,2,Percent,1990,0.00148188837042,0.00251367858539,0.00050901963502
1,Deaths,1,Global,3,Both,22,All Ages,294,All causes,116,Diet high in red meat,2,Percent,1990,0.00058494063467,0.0009465826511,0.00025921220098
1,Deaths,1,Global,3,Both,22,All Ages,294,All causes,117,Diet high in processed meat,2,Percent,1990,0.00788101802507,0.01341485953429,0.00188160438411
1,Deaths,1,Global,3,Both,22,All Ages,294,All causes,118,Diet high in sugar-sweetened beverages,2,Percent,1990,0.00052889253705,0.00073817984269,0.00037289999153
1,Deaths,1,Global,3,Both,22,All Ages,294,All causes,119,Diet low in fiber,2,Percent,1990,0.00562939653505,0.00971588070745,0.00265625418068
1,Deaths,1,Global,3,Both,22,All Ages,294,All causes,120,Diet suboptimal in calcium,2,Percent,1990,0.00182495900347,0.00271044828931,0.00106300892102
1,Deaths,1,Global,3,Both,22,All Ages,294,All causes,121,Diet low in seafood omega-3 fatty acids,2,Percent,1990,0.02053373222213,0.03326860503292,0.00862380892557
1,Deaths,1,Global,3,Both,22,All Ages,294,All causes,122,Diet low in polyunsaturated fatty acids,2,Percent,1990,0.00539962355585,0.00842081782174,0.00220535247471
1,Deaths,1,Global,3,Both,22,All Ages,294,All causes,123,Diet high in trans fatty acids,2,Percent,1990,0.0063616105729,0.01182751300744,0.00262084277625
1,Deaths,1,Global,3,Both,22,All Ages,294,All causes,124,Diet high in sodium,2,Percent,1990,0.05782974494751,0.09106905936425,0.03295637907547
1,Deaths,1,Global,3,Both,22,All Ages,294,All causes,125,Low physical activity,2,Percent,1990,0.02153225312811,0.02661293051276,0.01656399425273
